Country,Rank-2015,Happiness-Score-2015,GDP-2015,Social-Support-2015,Healthy-Life-Expectancy-2015,Freedom-2015,Trust-2015,Generosity-2015,Dystopia-2015,Region,Rank-2016,Happiness-Score-2016,GDP-2016,Social-Support-2016,Healthy-Life-Expectancy-2016,Freedom-2016,Trust-2016,Generosity-2016,Dystopia-2016,Rank-2017,Happiness-Score-2017,GDP-2017,Social-Support-2017,Healthy-Life-Expectancy-2017,Freedom-2017,Generosity-2017,Trust-2017,Dystopia-2017,Rank-2018,Happiness-Score-2018,GDP-2018,Social-Support-2018,Healthy-Life-Expectancy-2018,Freedom-2018,Generosity-2018,Trust-2018,Dystopia-2018,Rank-2019,Happiness-Score-2019,GDP-2019,Social-Support-2019,Healthy-Life-Expectancy-2019,Freedom-2019,Generosity-2019,Trust-2019,Dystopia-2019,Rank-2020,Happiness-Score-2020,GDP-2020,Social-Support-2020,Healthy-Life-Expectancy-2020,Freedom-2020,Generosity-2020,Trust-2020,Dystopia-2020,Rank-2021,Happiness-Score-2021,GDP-2021,Social-Support-2021,Healthy-Life-Expectancy-2021,Freedom-2021,Generosity-2021,Trust-2021,Dystopia-2021,Rank-2022,Happiness-Score-2022,Dystopia-2022,GDP-2022,Social-Support-2022,Healthy-Life-Expectancy-2022,Freedom-2022,Generosity-2022,Trust-2022
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,"5,173","1,098","1,458","1,093",560,601,23,341
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,"5,164","2,531",785,621,369,367,388,103
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,"5,122","2,844",636,670,309,405,178,80
Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,"5,075","2,658",950,405,355,431,130,146
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,"5,003","2,667",570,560,326,571,165,145
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,"4,609","2,304",899,476,424,185,195,125
Palestinian Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,"4,483","1,368","1,148",957,521,336,73,79
Eswatini Kingdom of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,"4,396","1,688","1,274",786,197,259,38,154
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,"4,339","2,148",670,645,378,202,143,154
Colombia,33,6.477,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,Latin America and Caribbean,31,6.481,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,3.17471,36,6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2.61606812477112,37,6.26,0.96,1.439,0.635,0.531,0.099,0.039,2.557,43,6.125,0.985,1.41,0.841,0.47,0.099,0.034,2.286,44,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609,52,6.012,1.021,0.866,0.615,0.554,0.1,0.063,2.794,66,"5,781","1,971","1,452",929,720,545,87,77
Thailand,34,6.455,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,Southeastern Asia,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,32,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2.03950834274292,46,6.072,1.016,1.417,0.707,0.637,0.364,0.029,1.902,52,6.008,1.05,1.409,0.828,0.557,0.359,0.028,1.777,54,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,1.832384109,54,5.985,1.107,0.957,0.596,0.611,0.375,0.028,2.309,61,"5,891","1,600","1,535","1,096",697,617,321,26
Saudi Arabia,35,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,2.43872,Middle East and Northern Africa,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,37,6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,2.0654296875,33,6.371,1.379,1.331,0.633,0.509,0.098,0.127,2.294,28,6.375,1.403,1.357,0.795,0.439,0.08,0.132,2.169,27,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,26,6.494,1.435,0.964,0.571,0.603,0.09,0.163,2.668,25,"6,523","2,075","1,870","1,092",577,651,78,180
Spain,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,Western Europe,37,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,2.39663,34,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,1.92775774002075,36,6.31,1.251,1.538,0.965,0.449,0.142,0.074,1.891,30,6.354,1.286,1.484,1.062,0.362,0.153,0.079,1.928,28,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,27,6.491,1.375,1.057,0.826,0.462,0.135,0.124,2.513,29,"6,476","1,893","1,808","1,211",808,505,101,149
Malta,37,6.302,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,Western Europe,30,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032,27,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,1.55686283111572,22,6.627,1.27,1.525,0.884,0.645,0.376,0.142,1.785,22,6.726,1.3,1.52,0.999,0.564,0.375,0.151,1.817,22,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,23,6.602,1.411,1.055,0.747,0.664,0.275,0.183,2.268,33,"6,447","1,631","1,838","1,169",789,679,174,166
Taiwan,38,6.298,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,Eastern Asia,34,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.61523,,,,,,,,,,26,6.441,1.365,1.436,0.857,0.418,0.151,0.078,2.136,25,6.446,1.368,1.43,0.914,0.351,0.242,0.097,2.044,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,39,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,Middle East and Northern Africa,41,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085,39,6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,1.64042520523071,45,6.083,1.474,1.301,0.675,0.554,0.167,0.106,1.806,51,6.021,1.5,1.319,0.808,0.493,0.142,0.097,1.662,48,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.132751092,0.112814933,1.840167999,47,6.106,1.461,0.857,0.58,0.591,0.12,0.13,2.368,50,"6,106","1,621","1,904",983,747,617,87,147
Suriname,40,6.269,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,Latin America and Caribbean,40,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,3.06852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,41,6.168,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,Latin America and Caribbean,43,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.51394,38,6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,0.00896481610834599,2.05324745178223,,,,,,,,,,,,,,,,,,,42,6.191899776,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2.190695763,,,,,,,,,,,,,,,,,,
El Salvador,42,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,Latin America and Caribbean,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22134,45,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2.7145938873291,40,6.167,0.806,1.231,0.639,0.461,0.065,0.082,2.883,35,6.253,0.794,1.242,0.789,0.43,0.093,0.074,2.831,34,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352,2.937191725,49,6.061,0.845,0.675,0.565,0.615,0.116,0.16,3.085,49,"6,120","2,514","1,265",768,607,666,89,212
Guatemala,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,Latin America and Caribbean,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,3.19863,29,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2.89389109611511,30,6.382,0.781,1.268,0.608,0.604,0.179,0.071,2.871,27,6.436,0.8,1.269,0.746,0.535,0.175,0.078,2.833,29,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093,30,6.435,0.845,0.79,0.519,0.638,0.163,0.105,3.375,39,"6,262","2,746","1,274",831,522,662,112,115
Uzbekistan,44,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2.23741,Central and Eastern Europe,49,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,47,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929,1.81691360473633,44,6.096,0.719,1.584,0.605,0.724,0.328,0.259,1.877,41,6.174,0.745,1.529,0.756,0.631,0.322,0.24,1.951,38,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615,42,6.179,0.769,1.027,0.528,0.716,0.391,0.271,2.477,53,"6,063","1,913","1,219","1,092",600,716,283,240
Slovakia,45,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,Central and Eastern Europe,45,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61065,40,6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2.09777665138245,39,6.173,1.21,1.537,0.776,0.354,0.118,0.014,2.164,38,6.198,1.246,1.504,0.881,0.334,0.121,0.014,2.098,37,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043,34,6.331,1.304,1.066,0.653,0.468,0.107,0.018,2.714,35,"6,391","2,094","1,736","1,232",707,479,118,25
Japan,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,Eastern Asia,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584,51,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,54,5.915,1.294,1.462,0.988,0.553,0.079,0.150,1.389,58,5.886,1.327,1.419,1.088,0.445,0.069,0.14,1.398,62,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,56,5.94,1.389,0.949,0.838,0.504,0.02,0.192,2.048,54,"6,039","1,487","1,835","1,089",866,537,7,218
South Korea,47,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,Eastern Asia,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2.35015,55,5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,1.88037800788879,57,5.875,1.266,1.204,0.955,0.244,0.175,0.051,1.98,54,5.895,1.301,1.219,1.036,0.159,0.175,0.056,1.949,61,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282,1.946757078,62,5.845,1.403,0.758,0.801,0.353,0.134,0.135,2.262,59,"5,935","1,656","1,851",886,841,414,111,176
Ecuador,48,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,Latin America and Caribbean,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77366,44,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,2.29035258293152,48,5.973,0.889,1.33,0.736,0.556,0.114,0.120,2.228,50,6.028,0.912,1.312,0.868,0.498,0.126,0.087,2.225,58,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,66,5.764,0.935,0.806,0.64,0.56,0.107,0.062,2.653,76,"5,533","1,866","1,352",879,708,565,80,83
Bahrain,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,Middle East and Northern Africa,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,41,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,1.65614938735962,43,6.105,1.338,1.366,0.698,0.594,0.243,0.123,1.743,37,6.199,1.362,1.368,0.871,0.536,0.255,0.11,1.697,40,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,22,6.647,1.409,0.899,0.662,0.661,0.246,0.139,2.631,21,"6,647","2,092","1,854","1,029",625,693,199,155
Italy,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,Western Europe,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918,48,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,1.81331205368042,47,6,1.264,1.501,0.946,0.281,0.137,0.028,1.843,36,6.223,1.294,1.488,1.039,0.231,0.158,0.03,1.983,30,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,28,6.483,1.393,0.94,0.798,0.379,0.133,0.047,2.794,31,"6,467","2,222","1,834","1,052",801,412,85,59
Bolivia,51,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,Latin America and Caribbean,59,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635,58,5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,2.44327902793884,62,5.752,0.751,1.223,0.508,0.606,0.141,0.054,2.469,61,5.779,0.776,1.209,0.706,0.511,0.137,0.064,2.376,65,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,69,5.716,0.842,0.782,0.486,0.6,0.138,0.064,2.805,71,"5,600","2,107","1,256",880,555,627,112,64
Moldova,52,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,Central and Eastern Europe,55,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007,56,5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012,2.80780839920044,67,5.64,0.657,1.301,0.62,0.232,0.171,0.000,2.659,71,5.529,0.685,1.328,0.739,0.245,0.181,0,2.351,70,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,65,5.766,0.985,0.888,0.542,0.536,0.137,0.013,2.665,62,"5,857","2,142","1,417","1,008",597,561,102,28
Paraguay,53,5.878,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,Latin America and Caribbean,70,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091,70,5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,64,5.681,0.835,1.522,0.615,0.541,0.162,0.074,1.932,63,5.743,0.855,1.475,0.777,0.514,0.184,0.08,1.858,67,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,71,5.653,0.983,0.97,0.549,0.602,0.206,0.037,2.306,73,"5,578","1,555","1,409","1,130",624,629,171,59
Kazakhstan,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,Central and Eastern Europe,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325,60,5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918,1.78489255905151,60,5.79,1.143,1.516,0.631,0.454,0.148,0.121,1.777,60,5.809,1.173,1.508,0.729,0.41,0.146,0.096,1.747,50,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,45,6.152,1.23,1.103,0.527,0.573,0.143,0.132,2.446,40,"6,234","1,860","1,668","1,220",611,584,134,157
Slovenia,55,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,Central and Eastern Europe,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,62,5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527,1.31331729888916,51,5.948,1.219,1.506,0.856,0.633,0.16,0.051,1.523,44,6.118,1.258,1.523,0.953,0.564,0.144,0.057,1.619,33,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,29,6.461,1.36,1.093,0.722,0.69,0.122,0.085,2.388,22,"6,630","1,885","1,810","1,249",769,685,118,115
Lithuania,56,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,Central and Eastern Europe,60,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525,52,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2.22844052314758,50,5.952,1.197,1.527,0.716,0.35,0.026,0.006,2.13,42,6.149,1.238,1.515,0.818,0.291,0.043,0.042,2.202,41,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067,38,6.255,1.35,1.065,0.612,0.476,0.056,0.073,2.624,34,"6,446","2,153","1,804","1,204",659,496,53,77
Nicaragua,57,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,Latin America and Caribbean,48,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2.82428,43,6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948,2.51393055915833,41,6.141,0.668,1.319,0.7,0.527,0.208,0.128,2.591,45,6.105,0.694,1.325,0.835,0.435,0.2,0.127,2.489,46,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,55,5.972,0.693,0.904,0.604,0.553,0.201,0.176,2.841,45,"6,165","2,418","1,105","1,029",617,617,168,212
Peru,58,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,Latin America and Caribbean,64,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2.73117,63,5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374,2.20726943016052,65,5.663,0.934,1.249,0.674,0.53,0.092,0.034,2.15,65,5.697,0.96,1.274,0.854,0.455,0.083,0.027,2.044,63,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,63,5.84,0.986,0.833,0.623,0.536,0.087,0.031,2.744,74,"5,559","1,890","1,397",865,735,545,90,37
Belarus,59,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,Central and Eastern Europe,61,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,67,5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393,1.72323298454285,73,5.483,1.039,1.498,0.7,0.307,0.101,0.154,1.684,81,5.323,1.067,1.465,0.789,0.235,0.094,0.142,1.531,75,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911,75,5.534,1.124,1.007,0.56,0.326,0.07,0.199,2.247,65,"5,821","1,811","1,562","1,157",629,342,40,282
Poland,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,Central and Eastern Europe,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,46,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,1.79772281646729,42,6.123,1.176,1.448,0.781,0.546,0.108,0.064,2,40,6.182,1.206,1.438,0.884,0.483,0.117,0.05,2.004,43,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,44,6.166,1.309,0.982,0.668,0.558,0.08,0.13,2.438,48,"6,123","1,693","1,758","1,174",712,523,124,140
Malaysia,61,5.77,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,Southeastern Asia,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35384,42,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,2.00444889068604,35,6.322,1.161,1.258,0.669,0.356,0.311,0.059,2.508,80,5.339,1.221,1.171,0.828,0.508,0.26,0.024,1.327,82,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,81,5.384,1.259,0.797,0.587,0.624,0.27,0.064,1.784,70,"5,711","1,471","1,689",938,620,654,213,126
Croatia,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,Central and Eastern Europe,74,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52462,77,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,1.85449242591858,82,5.321,1.115,1.161,0.737,0.38,0.12,0.039,1.769,75,5.432,1.155,1.266,0.914,0.296,0.119,0.022,1.66,79,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,60,5.882,1.251,1.039,0.703,0.453,0.111,0,2.325,47,"6,125","1,884","1,705","1,183",709,535,109,0
Libya,63,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,Middle East and Northern Africa,67,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374,68,5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.152073666453362,0.0926102101802826,1.83501124382019,70,5.566,0.985,1.35,0.553,0.496,0.116,0.148,1.918,72,5.525,1.044,1.303,0.673,0.416,0.133,0.152,1.804,80,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156,80,5.41,1.044,0.821,0.435,0.474,0.131,0.174,2.331,86,"5,330","1,544","1,476",943,606,477,106,179
Russia,64,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,Central and Eastern Europe,56,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115,49,5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2.20560741424561,59,5.81,1.151,1.479,0.599,0.399,0.065,0.025,2.092,68,5.648,1.183,1.452,0.726,0.334,0.082,0.031,1.84,73,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,76,5.477,1.241,0.992,0.511,0.409,0.115,0.06,2.148,80,"5,459","1,494","1,685","1,095",586,401,117,80
Jamaica,65,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,Latin America and Caribbean,73,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.35682,76,5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,1.61232566833496,56,5.89,0.819,1.493,0.693,0.575,0.096,0.031,2.183,56,5.89,0.831,1.478,0.831,0.49,0.107,0.028,2.125,60,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,37,6.309,0.891,0.932,0.599,0.618,0.099,0.035,3.135,63,"5,850","2,164","1,296","1,045",646,567,80,53
North Cyprus,66,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,Western Europe,62,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93447,61,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,1.54915761947632,,,,,,,,,,,,,,,,,,,76,5.53550005,1.21279943,1.183089137,1.026124597,0.477885723,0.199160054,0.199802905,1.23668766,74,5.536,1.377,0.806,0.801,0.503,0.196,0.2,1.653,79,"5,467","1,078","1,815",888,819,523,130,213
Cyprus,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,Western Europe,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2.04497,65,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,1.62124919891357,61,5.762,1.229,1.191,0.909,0.423,0.202,0.035,1.773,49,6.046,1.263,1.223,1.042,0.406,0.19,0.041,1.881,45,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,39,6.223,1.377,0.765,0.801,0.464,0.178,0.061,2.578,41,"6,221","2,044","1,815",909,819,448,123,62
Algeria,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,Middle East and Northern Africa,38,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,3.40904,53,5.87200021743774,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.0694366469979286,0.146096110343933,2.56760382652283,84,5.295,0.979,1.154,0.687,0.077,0.055,0.135,2.208,88,5.211,1.002,1.16,0.785,0.086,0.073,0.114,1.991,100,5.005099773,0.943856001,1.143003583,0.745418549,0.083943799,0.118915014,0.129190654,1.840811729,109,4.887,0.946,0.765,0.552,0.119,0.144,0.12,2.242,96,"5,122","1,744","1,363",970,643,146,106,150
Kosovo,69,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,Central and Eastern Europe,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,78,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2.01054072380066,66,5.662,0.855,1.23,0.578,0.448,0.274,0.023,2.254,46,6.1,0.882,1.232,0.758,0.489,0.262,0.006,2.471,35,6.325200081,0.840481341,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.736902714,33,6.372,0.937,0.807,0.483,0.593,0.356,0.014,3.182,32,"6,455","2,631","1,362",949,569,599,309,35
